LogType(v1.1),RootLogId,SubLogId,TransactionId,Instance,Operation,Status,User,Hostname,Protocol,Target,StartTime,ExecuteTime,ResponseCode,FullRequest,FullResponse,ReplayLogId
internal,node11609210710520943CAI3G1_2,/1,,pcSubscriberId=008615800000001,READ,SUCCESSFUL,admin,node1,,{http://schemas.ericsson.com/ma/SAPC/}GetSAPCSubscription,2016-09-21 07.10.52.576,00 00:00:00.000,0,,JOBID=2634;,
internal,node11609210710520943CAI3G1_2,/2,,,GET,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.576,00 00:00:00.003,0,,,
southbound,node11609210710520943CAI3G1_2,/2/1,,,SEARCH,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.577,00 00:00:00.001,0,"dn: serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: (objectClass=*)
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: ALWAYS
DerefLink: False","dn: serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
Sms: 008615800000022
serv: PCRF
SSubId: 008615800000001
CDC: 8
SOpInf: uls_qq_2_01:011
SOpInf: uls_qq_2_02:201
SOpInf: uls_qq_2_03:301
SOpInf: uls_qq_36_01:021
SOpInf: uls_qq_9_01:22
SOpInf: uls_qq_9_02:32
SOpInf: uls_qq_1_01:201
SOpInf: operateTime:20150324111115
SOpInf: uls_feixin_0_01:000
SOpInf: uls_feixin_2_01:202
SOpInf: uls_feixin_3_01:303
SOpInf: sbt_feixin:0
SOpInf: sus_feixin:1
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
objectClass: top
objectClass: CUDBServiceAuxiliary
objectClass: SAPC
objectClass: SAPC1
objectClass: SAPC2
TrafId: usrIdentifier:008615800000001
TrafId: usrIMSI:460000000000011
GrpId: Silver
GrpId: Outpackage
GrpId: pg_feixin
GrpId: pg_qq
CharP: online

dn: GrpId=Silver
Gprio: 100
GrpId: Silver
objectClass: top
objectClass: SAPC3

dn: GrpId=Outpackage
StartD: 21-09-2016T07:10:51
Gprio: 30
GrpId: Outpackage
EndD: 29-09-2016
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_feixin
StartD: 02-04-2015T00:00:08
Gprio: 100
GrpId: pg_feixin
EndD: 10-10-2016T11:11:18
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_qq
StartD: 21-09-2016T07:10:51
Gprio: 100
GrpId: pg_qq
EndD: 10-10-2016T22:22:22
objectClass: top
objectClass: SAPC3

",
northbound,node11609210710520944CAI3G1_2,,,ISDN=008615800000001,Set,SUCCESSFUL,admin,node1,CAI3G1_2,SAPC@http://www.chinamobile.com/PCRF/,2016-09-21 07.10.52.622,00 00:00:00.081,0,"<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:pcrf=""http://www.chinamobile.com/PCRF/"" xmlns:pcrf1=""pcrf:soap""><soapenv:Header><pcrf:Header>
         <Address>127.0.0.1</Address>
         <Username>admin</Username>
         <Password>******</Password>
         <time>?</time>
         <serial>?</serial>
      </pcrf:Header></soapenv:Header><soapenv:Body>
      <pcrf1:subscribeUsrSessionPolicy>
         <inPara>
            <subscriber>
               <attribute>
                  <key>usrIdentifier</key>
                  <value>008615800000001</value>
               </attribute>
            </subscriber>
            <subscribedUsrSessionPolicy>
               <attribute>
                  <key>usrSessionPolicyCode</key>
                  <value>100G</value>
               </attribute>
               <attribute>
                  <key>NotificationCycle</key>
                  <value>0</value>
               </attribute>
               <attribute>
                  <key>TerminalType</key>
                  <value>phone1</value>
               </attribute>
               <attribute>
                  <key>SessionPolicyStartDateTime</key>
                  <value>20150323000000</value>
               </attribute>
               <attribute>
                  <key>SessionPolicyEndDateTime</key>
                  <value>20150324000000</value>
               </attribute>
               <attribute>
                  <key>operateTime</key>
                  <value>20150402000000</value>
               </attribute>
            </subscribedUsrSessionPolicy>
            <subscribedUsrSessionPolicy>
               <attribute>
                  <key>usrSessionPolicyCode</key>
                  <value>20G</value>
               </attribute>
               <attribute>
                  <key>NotificationCycle</key>
                  <value>1</value>
               </attribute>
               <attribute>
                  <key>TerminalType</key>
                  <value>phone2</value>
               </attribute>
               <attribute>
                  <key>SessionPolicyStartDateTime</key>
                  <value>20150323000000</value>
               </attribute>
               <attribute>
                  <key>SessionPolicyEndDateTime</key>
                  <value>20150324000000</value>
               </attribute>
               <attribute>
                  <key>operateTime</key>
                  <value>20150402000000</value>
               </attribute>
            </subscribedUsrSessionPolicy>
         </inPara>
      </pcrf1:subscribeUsrSessionPolicy>
   </soapenv:Body></soapenv:Envelope>","<S:Envelope xmlns:S=""http://schemas.xmlsoap.org/soap/envelope/""><S:Body><ns3:subscribeUsrSessionPolicyResponse xmlns:ns2=""http://www.chinamobile.com/PCRF/"" xmlns:ns3=""pcrf:soap""><result><resultCode>0</resultCode></result></ns3:subscribeUsrSessionPolicyResponse></S:Body></S:Envelope>",
internal,node11609210710520944CAI3G1_2,/1,,pcSubscriberId=008615800000001,UPDATE,SUCCESSFUL,admin,node1,,{http://schemas.ericsson.com/ma/SAPC/}SetSAPCSubscription,2016-09-21 07.10.52.657,00 00:00:00.000,0,"<?xml version=""1.0"" encoding=""ISO-8859-1"" standalone=""yes""?>
<SetSAPCSubscription xmlns=""http://schemas.ericsson.com/ma/SAPC/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" pcSubscriberId=""008615800000001"">
<pcGroup pcGroupId=""sp_100G"">
<pcGroupId>sp_100G</pcGroupId>
<pcGroupPriority>200</pcGroupPriority>
<pcGroupStartDate>23-03-2015T00:00:00</pcGroupStartDate>
<pcGroupEndDate>24-03-2015T00:00:00</pcGroupEndDate>
</pcGroup>
<pcGroup pcGroupId=""sp_20G"">
<pcGroupId>sp_20G</pcGroupId>
<pcGroupPriority>300</pcGroupPriority>
<pcGroupStartDate>23-03-2015T00:00:00</pcGroupStartDate>
<pcGroupEndDate>24-03-2015T00:00:00</pcGroupEndDate>
</pcGroup>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""nc_100G:0"">
<pcOperatorSpecificInfo>nc_100G:0</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""nc_20G:1"">
<pcOperatorSpecificInfo>nc_20G:1</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""tt_100G:phone1"">
<pcOperatorSpecificInfo>tt_100G:phone1</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""tt_20G:phone2"">
<pcOperatorSpecificInfo>tt_20G:phone2</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""operateTime:20150324111115"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""operateTime:20150402000000"">
<pcOperatorSpecificInfo>operateTime:20150402000000</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
</SetSAPCSubscription>",JOBID=2637;,
internal,node11609210710520944CAI3G1_2,/2,,,GET,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.659,00 00:00:00.002,0,,,
southbound,node11609210710520944CAI3G1_2,/2/1,,,SEARCH,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.659,00 00:00:00.002,0,"dn: mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: (objectClass=*)
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: ALWAYS
DerefLink: False","dn: mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
mscId: 008615800000001
objectClass: top
objectClass: CUDBMultiServiceConsumer

dn: serv=PCRF
Sms: 008615800000022
serv: PCRF
SSubId: 008615800000001
CDC: 8
SOpInf: uls_qq_2_01:011
SOpInf: uls_qq_2_02:201
SOpInf: uls_qq_2_03:301
SOpInf: uls_qq_36_01:021
SOpInf: uls_qq_9_01:22
SOpInf: uls_qq_9_02:32
SOpInf: uls_qq_1_01:201
SOpInf: operateTime:20150324111115
SOpInf: uls_feixin_0_01:000
SOpInf: uls_feixin_2_01:202
SOpInf: uls_feixin_3_01:303
SOpInf: sbt_feixin:0
SOpInf: sus_feixin:1
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
objectClass: top
objectClass: CUDBServiceAuxiliary
objectClass: SAPC
objectClass: SAPC1
objectClass: SAPC2
TrafId: usrIdentifier:008615800000001
TrafId: usrIMSI:460000000000011
GrpId: Silver
GrpId: Outpackage
GrpId: pg_feixin
GrpId: pg_qq
CharP: online

dn: GrpId=Silver,serv=PCRF
Gprio: 100
GrpId: Silver
objectClass: top
objectClass: SAPC3

dn: GrpId=Outpackage,serv=PCRF
StartD: 21-09-2016T07:10:51
Gprio: 30
GrpId: Outpackage
EndD: 29-09-2016
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_feixin,serv=PCRF
StartD: 02-04-2015T00:00:08
Gprio: 100
GrpId: pg_feixin
EndD: 10-10-2016T11:11:18
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_qq,serv=PCRF
StartD: 21-09-2016T07:10:51
Gprio: 100
GrpId: pg_qq
EndD: 10-10-2016T22:22:22
objectClass: top
objectClass: SAPC3

",
internal,node11609210710520944CAI3G1_2,/3,,,MODIFY,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.663,00 00:00:00.015,0,,,
southbound,node11609210710520944CAI3G1_2,/3/1,,,MODIFY,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.664,00 00:00:00.014,0,"dn: serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
changetype: modify
add: GrpId
GrpId: sp_100G
GrpId: sp_20G
-
replace: SOpInf
SOpInf: nc_100G:0
SOpInf: nc_20G:1
SOpInf: tt_100G:phone1
SOpInf: tt_20G:phone2
SOpInf: operateTime:20150402000000
SOpInf: uls_qq_2_01:011
SOpInf: uls_qq_2_02:201
SOpInf: uls_qq_2_03:301
SOpInf: uls_qq_36_01:021
SOpInf: uls_qq_9_01:22
SOpInf: uls_qq_9_02:32
SOpInf: uls_qq_1_01:201
SOpInf: uls_feixin_0_01:000
SOpInf: uls_feixin_2_01:202
SOpInf: uls_feixin_3_01:303
SOpInf: sbt_feixin:0
SOpInf: sus_feixin:1
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
-
replace: CDC
CDC: 8
-
replace: CDC
CDC: 9",,
internal,node11609210710520944CAI3G1_2,/4,,,ADD,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.679,00 00:00:00.006,0,,,
southbound,node11609210710520944CAI3G1_2,/4/1,,,ADD,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.679,00 00:00:00.006,0,"dn: GrpId=sp_100G,serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
changetype: add
GrpId: sp_100G
Gprio: 200
StartD: 23-03-2015T00:00:00
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3",,
internal,node11609210710520944CAI3G1_2,/5,,,ADD,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.685,00 00:00:00.015,0,,,
southbound,node11609210710520944CAI3G1_2,/5/1,,,ADD,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.685,00 00:00:00.014,0,"dn: GrpId=sp_20G,serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
changetype: add
GrpId: sp_20G
Gprio: 300
StartD: 23-03-2015T00:00:00
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3",,
northbound,node11609210710520945CAI3G1_2,,,ISDN=008615800000001,Get,SUCCESSFUL,admin,node1,CAI3G1_2,SAPC@http://www.chinamobile.com/PCRF/,2016-09-21 07.10.52.739,00 00:00:00.033,0,"<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:pcrf=""http://www.chinamobile.com/PCRF/"" xmlns:pcrf1=""pcrf:soap""><soapenv:Header><pcrf:Header>
         <Address>127.0.0.1</Address>
         <Username>admin</Username>
         <Password>******</Password>
         <time>?</time>
         <serial>?</serial>
      </pcrf:Header></soapenv:Header><soapenv:Body>
      <pcrf1:getSubscriberAllUsrSessionPolicy>
         <inPara>
            <subscriber>
               
               <attribute>
                  <key>usrIdentifier</key>
                  <value>008615800000001</value>
               </attribute>
            </subscriber>
         </inPara>
      </pcrf1:getSubscriberAllUsrSessionPolicy>
   </soapenv:Body></soapenv:Envelope>","<S:Envelope xmlns:S=""http://schemas.xmlsoap.org/soap/envelope/""><S:Body><ns3:getSubscriberAllUsrSessionPolicyResponse xmlns:ns2=""http://www.chinamobile.com/PCRF/"" xmlns:ns3=""pcrf:soap""><result><resultCode>0</resultCode><subscriber><attribute><key>usrIdentifier</key><value>008615800000001</value></attribute></subscriber><subscribedUsrSessionPolicy><attribute><key>usrSessionPolicyCode</key><value>100G</value></attribute><attribute><key>NotificationCycle</key><value>0</value></attribute><attribute><key>TerminalType</key><value>phone1</value></attribute><attribute><key>SessionPolicyStartDateTime</key><value>20150323000000</value></attribute><attribute><key>SessionPolicyEndDateTime</key><value>20150324000000</value></attribute></subscribedUsrSessionPolicy><subscribedUsrSessionPolicy><attribute><key>usrSessionPolicyCode</key><value>20G</value></attribute><attribute><key>NotificationCycle</key><value>1</value></attribute><attribute><key>TerminalType</key><value>phone2</value></attribute><attribute><key>SessionPolicyStartDateTime</key><value>20150323000000</value></attribute><attribute><key>SessionPolicyEndDateTime</key><value>20150324000000</value></attribute></subscribedUsrSessionPolicy></result></ns3:getSubscriberAllUsrSessionPolicyResponse></S:Body></S:Envelope>",
internal,node11609210710520945CAI3G1_2,/1,,pcSubscriberId=008615800000001,READ,SUCCESSFUL,admin,node1,,{http://schemas.ericsson.com/ma/SAPC/}GetSAPCSubscription,2016-09-21 07.10.52.758,00 00:00:00.001,0,,JOBID=2639;,
internal,node11609210710520945CAI3G1_2,/2,,,GET,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.759,00 00:00:00.003,0,,,
southbound,node11609210710520945CAI3G1_2,/2/1,,,SEARCH,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.759,00 00:00:00.002,0,"dn: serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: (objectClass=*)
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: ALWAYS
DerefLink: False","dn: serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
Sms: 008615800000022
serv: PCRF
SSubId: 008615800000001
CDC: 9
SOpInf: nc_100G:0
SOpInf: nc_20G:1
SOpInf: tt_100G:phone1
SOpInf: tt_20G:phone2
SOpInf: operateTime:20150402000000
SOpInf: uls_qq_2_01:011
SOpInf: uls_qq_2_02:201
SOpInf: uls_qq_2_03:301
SOpInf: uls_qq_36_01:021
SOpInf: uls_qq_9_01:22
SOpInf: uls_qq_9_02:32
SOpInf: uls_qq_1_01:201
SOpInf: uls_feixin_0_01:000
SOpInf: uls_feixin_2_01:202
SOpInf: uls_feixin_3_01:303
SOpInf: sbt_feixin:0
SOpInf: sus_feixin:1
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
objectClass: top
objectClass: CUDBServiceAuxiliary
objectClass: SAPC
objectClass: SAPC1
objectClass: SAPC2
TrafId: usrIdentifier:008615800000001
TrafId: usrIMSI:460000000000011
GrpId: Silver
GrpId: Outpackage
GrpId: pg_feixin
GrpId: pg_qq
GrpId: sp_100G
GrpId: sp_20G
CharP: online

dn: GrpId=Silver
Gprio: 100
GrpId: Silver
objectClass: top
objectClass: SAPC3

dn: GrpId=Outpackage
StartD: 21-09-2016T07:10:51
Gprio: 30
GrpId: Outpackage
EndD: 29-09-2016
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_feixin
StartD: 02-04-2015T00:00:08
Gprio: 100
GrpId: pg_feixin
EndD: 10-10-2016T11:11:18
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_qq
StartD: 21-09-2016T07:10:51
Gprio: 100
GrpId: pg_qq
EndD: 10-10-2016T22:22:22
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_100G
StartD: 23-03-2015T00:00:00
Gprio: 200
GrpId: sp_100G
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_20G
StartD: 23-03-2015T00:00:00
Gprio: 300
GrpId: sp_20G
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3

",
northbound,node11609210710520946CAI3G1_2,,,ISDN=008615800000001,Set,SUCCESSFUL,admin,node1,CAI3G1_2,SAPC@http://www.chinamobile.com/PCRF/,2016-09-21 07.10.52.808,00 00:00:00.077,0,"<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:pcrf=""http://www.chinamobile.com/PCRF/"" xmlns:pcrf1=""pcrf:soap""><soapenv:Header><pcrf:Header>
         <Address>127.0.0.1</Address>
         <Username>admin</Username>
         <Password>******</Password>
         <time>?</time>
         <serial>?</serial>
      </pcrf:Header></soapenv:Header><soapenv:Body>
      <pcrf1:updateUsrSessionPolicy>
         <inPara>
            <subscriber>
               <attribute>
                  <key>usrIdentifier</key>
                  <value>008615800000001</value>
               </attribute>
            </subscriber>
            <subscribedUsrSessionPolicy>
               <attribute>
                  <key>usrSessionPolicyCode</key>
                  <value>100G</value>
               </attribute>
               <attribute>
                  <key>NotificationCycle</key>
                  <value>1</value>
               </attribute>
               <attribute>
                  <key>TerminalType</key>
                  <value>phone2</value>
               </attribute>
               <attribute>
                  <key>SessionPolicyStartDateTime</key>
                  <value>20150323000033</value>
               </attribute>
               <attribute>
                  <key>SessionPolicyEndDateTime</key>
                  <value>20150324000044</value>
               </attribute>
               <attribute>
                  <key>operateTime</key>
                  <value>20150402000005</value>
               </attribute>
            </subscribedUsrSessionPolicy>
         </inPara>
      </pcrf1:updateUsrSessionPolicy>
   </soapenv:Body></soapenv:Envelope>","<S:Envelope xmlns:S=""http://schemas.xmlsoap.org/soap/envelope/""><S:Body><ns3:updateUsrSessionPolicyResponse xmlns:ns2=""http://www.chinamobile.com/PCRF/"" xmlns:ns3=""pcrf:soap""><result><resultCode>0</resultCode></result></ns3:updateUsrSessionPolicyResponse></S:Body></S:Envelope>",
internal,node11609210710520946CAI3G1_2,/1,,pcSubscriberId=008615800000001,UPDATE,SUCCESSFUL,admin,node1,,{http://schemas.ericsson.com/ma/SAPC/}SetSAPCSubscription,2016-09-21 07.10.52.861,00 00:00:00.001,0,"<?xml version=""1.0"" encoding=""ISO-8859-1"" standalone=""yes""?>
<SetSAPCSubscription xmlns=""http://schemas.ericsson.com/ma/SAPC/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" pcSubscriberId=""008615800000001"">
<pcGroup pcGroupId=""sp_100G"">
<pcGroupPriority>200</pcGroupPriority>
<pcGroupStartDate>23-03-2015T00:00:33</pcGroupStartDate>
<pcGroupEndDate>24-03-2015T00:00:44</pcGroupEndDate>
</pcGroup>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""nc_100G:0"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""tt_100G:phone1"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""nc_100G:1"">
<pcOperatorSpecificInfo>nc_100G:1</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""tt_100G:phone2"">
<pcOperatorSpecificInfo>tt_100G:phone2</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""operateTime:20150402000000"" xsi:nil=""true""/>
<pcOperatorSpecificInfo pcOperatorSpecificInfo=""operateTime:20150402000005"">
<pcOperatorSpecificInfo>operateTime:20150402000005</pcOperatorSpecificInfo>
</pcOperatorSpecificInfo>
</SetSAPCSubscription>",JOBID=2643;,
internal,node11609210710520946CAI3G1_2,/2,,,GET,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.864,00 00:00:00.003,0,,,
southbound,node11609210710520946CAI3G1_2,/2/1,,,SEARCH,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.864,00 00:00:00.002,0,"dn: mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
Search Scope: SUBTREE
Search Filter: (objectClass=*)
Time Limit Milliseconds : 0
Count Limit: 0
Return Object: False
DerefAliases: ALWAYS
DerefLink: False","dn: mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
mscId: 008615800000001
objectClass: top
objectClass: CUDBMultiServiceConsumer

dn: serv=PCRF
Sms: 008615800000022
serv: PCRF
SSubId: 008615800000001
CDC: 9
SOpInf: nc_100G:0
SOpInf: nc_20G:1
SOpInf: tt_100G:phone1
SOpInf: tt_20G:phone2
SOpInf: operateTime:20150402000000
SOpInf: uls_qq_2_01:011
SOpInf: uls_qq_2_02:201
SOpInf: uls_qq_2_03:301
SOpInf: uls_qq_36_01:021
SOpInf: uls_qq_9_01:22
SOpInf: uls_qq_9_02:32
SOpInf: uls_qq_1_01:201
SOpInf: uls_feixin_0_01:000
SOpInf: uls_feixin_2_01:202
SOpInf: uls_feixin_3_01:303
SOpInf: sbt_feixin:0
SOpInf: sus_feixin:1
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
objectClass: top
objectClass: CUDBServiceAuxiliary
objectClass: SAPC
objectClass: SAPC1
objectClass: SAPC2
TrafId: usrIdentifier:008615800000001
TrafId: usrIMSI:460000000000011
GrpId: Silver
GrpId: Outpackage
GrpId: pg_feixin
GrpId: pg_qq
GrpId: sp_100G
GrpId: sp_20G
CharP: online

dn: GrpId=Silver,serv=PCRF
Gprio: 100
GrpId: Silver
objectClass: top
objectClass: SAPC3

dn: GrpId=Outpackage,serv=PCRF
StartD: 21-09-2016T07:10:51
Gprio: 30
GrpId: Outpackage
EndD: 29-09-2016
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_feixin,serv=PCRF
StartD: 02-04-2015T00:00:08
Gprio: 100
GrpId: pg_feixin
EndD: 10-10-2016T11:11:18
objectClass: top
objectClass: SAPC3

dn: GrpId=pg_qq,serv=PCRF
StartD: 21-09-2016T07:10:51
Gprio: 100
GrpId: pg_qq
EndD: 10-10-2016T22:22:22
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_100G,serv=PCRF
StartD: 23-03-2015T00:00:00
Gprio: 200
GrpId: sp_100G
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3

dn: GrpId=sp_20G,serv=PCRF
StartD: 23-03-2015T00:00:00
Gprio: 300
GrpId: sp_20G
EndD: 24-03-2015T00:00:00
objectClass: top
objectClass: SAPC3

",
internal,node11609210710520946CAI3G1_2,/3,,,MODIFY,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.869,00 00:00:00.007,0,,,
southbound,node11609210710520946CAI3G1_2,/3/1,,,MODIFY,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.870,00 00:00:00.006,0,"dn: serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
changetype: modify
replace: SOpInf
SOpInf: nc_100G:1
SOpInf: tt_100G:phone2
SOpInf: operateTime:20150402000005
SOpInf: nc_20G:1
SOpInf: tt_20G:phone2
SOpInf: uls_qq_2_01:011
SOpInf: uls_qq_2_02:201
SOpInf: uls_qq_2_03:301
SOpInf: uls_qq_36_01:021
SOpInf: uls_qq_9_01:22
SOpInf: uls_qq_9_02:32
SOpInf: uls_qq_1_01:201
SOpInf: uls_feixin_0_01:000
SOpInf: uls_feixin_2_01:202
SOpInf: uls_feixin_3_01:303
SOpInf: sbt_feixin:0
SOpInf: sus_feixin:1
SOpInf: sbt_qq:1
SOpInf: sus_qq:2
SOpInf: usrBillCycleDate:98
SOpInf: PackageType:2
-
replace: CDC
CDC: 9
-
replace: CDC
CDC: 10",,
internal,node11609210710520946CAI3G1_2,/4,,,MODIFY,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.876,00 00:00:00.006,0,,,
southbound,node11609210710520946CAI3G1_2,/4/1,,,MODIFY,SUCCESSFUL,,node1,LDAP,sapc_cudb,2016-09-21 07.10.52.876,00 00:00:00.006,0,"dn: GrpId=sp_100G,serv=PCRF,mscId=008615800000001,ou=multiSCs,dc=operator,dc=com
changetype: modify
replace: Gprio
Gprio: 200
-
replace: StartD
StartD: 23-03-2015T00:00:33
-
replace: EndD
EndD: 24-03-2015T00:00:44",,
northbound,node11609210710520947CAI3G1_2,,,ISDN=008615800000001,Get,SUCCESSFUL,admin,node1,CAI3G1_2,SAPC@http://www.chinamobile.com/PCRF/,2016-09-21 07.10.52.920,00 00:00:00.032,0,"<soapenv:Envelope xmlns:soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" xmlns:pcrf=""http://www.chinamobile.com/PCRF/"" xmlns:pcrf1=""pcrf:soap""><soapenv:Header><pcrf:Header>
         <Address>127.0.0.1</Address>
         <Username>admin</Username>
         <Password>******</Password>
         <time>?</time>
         <serial>?</serial>
      </pcrf:Header></soapenv:Header><soapenv:Body>
      <pcrf1:getSubscriberAllUsrSessionPolicy>
         <inPara>
            <subscriber>
               
               <attribute>
                  <key>usrIdentifier</key>
                  <value>008615800000001</value>
               </attribute>
            </subscriber>
         </inPara>
      </pcrf1:getSubscriberAllUsrSessionPolicy>
   </soapenv:Body></soapenv:Envelope>","<S:Envelope xmlns:S=""http://schemas.xmlsoap.org/soap/envelope/""><S:Body><ns3:getSubscriberAllUsrSessionPolicyResponse xmlns:ns2=""http://www.chinamobile.com/PCRF/"" xmlns:ns3=""pcrf:soap""><result><resultCode>0</resultCode><subscriber><attribute><key>usrIdentifier</key><value>008615800000001</value></attribute></subscriber><subscribedUsrSessionPolicy><attribute><key>usrSessionPolicyCode</key><value>100G</value></attribute><attribute><key>NotificationCycle</key><value>1</value></attribute><attribute><key>TerminalType</key><value>phone2</value></attribute><attribute><key>SessionPolicyStartDateTime</key><value>20150323000033</value></attribute><attribute><key>SessionPolicyEndDateTime</key><value>20150324000044</value></attribute></subscribedUsrSessionPolicy><subscribedUsrSessionPolicy><attribute><key>usrSessionPolicyCode</key><value>20G</value></attribute><attribute><key>NotificationCycle</key><value>1</value></attribute><attribute><key>TerminalType</key><value>phone2</value></attribute><attribute><key>SessionPolicyStartDateTime</key><value>20150323000000</value></attribute><attribute><key>SessionPolicyEndDateTime</key><value>20150324000000</value></attribute></subscribedUsrSessionPolicy></result></ns3:getSubscriberAllUsrSessionPolicyResponse></S:Body></S:Envelope>",
internal,node11609210710520947CAI3G1_2,/1,,pcSubscriberId=008615800000001,READ,SUCCESSFUL,admin,node1,,{http://schemas.ericsson.com/ma/SAPC/}GetSAPCSubscription,2016-09-21 07.10.52.939,00 00:00:00.000,0,,JOBID=2645;,
